Distance[m]| Tid[s]| Latitude[dd.dddd]| Longitude[dd.dddd]| Højde[m]| Geoide_højde[m]| DOP| Satellitter| Fixtype| GPStid| Metode| Vcar[rad]
1080.000000000| 179.570440000| 55.640899310| 12.646590710| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160818.000000000| 0| -0.513016701
1090.000000000| 180.486090000| 55.640978669| 12.646511345| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160819.000000000| 0| -0.512882650
1100.000000000| 181.390640000| 55.641057085| 12.646432924| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160819.000000000| 0| -0.511583030
1110.000000000| 182.292800000| 55.641136682| 12.646354737| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160820.000000000| 0| -0.503729165
1120.000000000| 183.183870000| 55.641216529| 12.646278803| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160821.000000000| 0| -0.487522304
1130.000000000| 184.068250000| 55.641295053| 12.646202576| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160822.000000000| 0| -0.504873574
1140.000000000| 184.944600000| 55.641373281| 12.646128469| 1.899999976| 38.200000763| 0.600000024| 17| 1| 160823.000000000| 0| -0.481252551
1150.000000000| 185.807730000| 55.641452155| 12.646055038| 1.899999976| 38.200000763| 0.600000024| 18| 1| 160824.000000000| 0| -0.484902292
1160.000000000| 186.656070000| 55.641532169| 12.645981537| 1.799999952| 38.200000763| 0.600000024| 18| 1| 160825.000000000| 0| -0.471204847
1170.000000000| 187.490360000| 55.641612945| 12.645909396| 1.799999952| 38.200000763| 0.600000024| 18| 1| 160826.000000000| 0| -0.466251403
1180.000000000| 188.309470000| 55.641692061| 12.645839790| 1.799999952| 38.200000763| 0.600000024| 18| 1| 160826.000000000| 0| -0.455305070
1190.000000000| 189.113900000| 55.641773230| 12.645772508| 1.799999952| 38.200000763| 0.600000024| 17| 1| 160827.000000000| 0| -0.431140065
1200.000000000| 189.910530000| 55.641854251| 12.645705290| 1.899999976| 38.200000763| 0.600000024| 16| 1| 160828.000000000| 0| -0.440904945
1210.000000000| 190.705460000| 55.641935580| 12.645637723| 1.899999976| 38.200000763| 0.600000024| 16| 1| 160829.000000000| 0| -0.436028153
1220.000000000| 191.491250000| 55.642016968| 12.645571063| 2.000000000| 38.200000763| 0.600000024| 16| 1| 160830.000000000| 0| -0.425825506
1230.000000000| 192.272410000| 55.642098944| 12.645505925| 2.000000000| 38.200000763| 0.600000024| 16| 1| 160830.000000000| 0| -0.416792780
1240.000000000| 193.049940000| 55.642180555| 12.645442120| 2.099999905| 38.200000763| 0.600000024| 16| 1| 160831.000000000| 0| -0.412215978
1250.000000000| 193.824940000| 55.642262690| 12.645378709| 2.099999905| 38.200000763| 0.600000024| 16| 1| 160832.000000000| 0| -0.408921957
1260.000000000| 194.600940000| 55.642345721| 12.645316630| 2.099999905| 38.200000763| 0.600000024| 16| 1| 160833.000000000| 0| -0.376022577
1270.000000000| 195.376460000| 55.642429753| 12.645258610| 2.099999905| 38.200000763| 0.600000024| 16| 1| 160833.000000000| 0| -0.367334187
1280.000000000| 196.151240000| 55.642513678| 12.645199132| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160834.000000000| 0| -0.377720118
1290.000000000| 196.926650000| 55.642597614| 12.645140399| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160835.000000000| 0| -0.372473747
1300.000000000| 197.705200000| 55.642681537| 12.645083526| 2.200000048| 38.200000763| 0.600000024| 17| 1| 160836.000000000| 0| -0.356321573
1310.000000000| 198.479400000| 55.642764338| 12.645029560| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160837.000000000| 0| -0.340640008
1320.000000000| 199.254060000| 55.642849530| 12.644976559| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160837.000000000| 0| -0.334025353
1330.000000000| 200.029750000| 55.642933830| 12.644923476| 2.299999952| 38.200000763| 0.600000024| 17| 1| 160838.000000000| 0| -0.340325207
1340.000000000| 200.805490000| 55.643018445| 12.644872313| 2.299999952| 38.200000763| 0.600000024| 17| 1| 160839.000000000| 0| -0.315714687
1350.000000000| 201.579420000| 55.643103689| 12.644823169| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160840.000000000| 0| -0.324451417
1360.000000000| 202.354360000| 55.643188900| 12.644772888| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160840.000000000| 0| -0.317650527
1370.000000000| 203.130100000| 55.643274148| 12.644723521| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160841.000000000| 0| -0.311823010
1380.000000000| 203.902800000| 55.643360030| 12.644676847| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160842.000000000| 0| -0.286783755
1390.000000000| 204.680330000| 55.643446388| 12.644632060| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160843.000000000| 0| -0.285179526
1400.000000000| 205.454420000| 55.643531622| 12.644588377| 2.400000095| 38.200000763| 0.600000024| 17| 1| 160844.000000000| 0| -0.271355391
