,speed_gm,times
11626,46.74,1621497376.569
11627,46.76,1621497376.589
11628,46.79,1621497376.609
11629,46.81,1621497376.629
11630,46.84,1621497376.649
11631,46.85,1621497376.669
11632,46.87,1621497376.689
11633,46.33,1621497376.6940002
11634,46.87,1621497376.7089999
11635,46.88,1621497376.7289999
11636,46.89,1621497376.7489998
11637,46.88,1621497376.769
11638,46.91,1621497376.789
11639,46.92,1621497376.809
11640,46.95,1621497376.829
11641,46.95,1621497376.849
11642,46.95,1621497376.869
11643,46.99,1621497376.889
11644,46.36,1621497376.892
11645,47.0,1621497376.91
11646,46.22,1621497376.925
11647,47.03,1621497376.929
11648,47.04,1621497376.949
11649,47.06,1621497376.972
11650,47.07,1621497376.9889998
11651,47.13,1621497377.109
11652,47.13,1621497377.129
11653,47.13,1621497377.149
11654,47.13,1621497377.1729999
11655,47.12,1621497377.189
11656,47.12,1621497377.2089999
11657,47.14,1621497377.232
11658,47.14,1621497377.2489998
11659,47.17,1621497377.269
11660,47.17,1621497377.289
11661,47.1,1621497377.293
11662,47.19,1621497377.309
11663,47.2,1621497377.329
11664,47.21,1621497377.349
11665,47.24,1621497377.369
11666,47.25,1621497377.389
11667,47.26,1621497377.409
11668,47.28,1621497377.429
11669,47.28,1621497377.449
11670,47.28,1621497377.4689999
11671,47.29,1621497377.4889998
11672,47.1,1621497377.493
11673,47.3,1621497377.5089998
11674,47.3,1621497377.529
11675,47.31,1621497377.549
11676,47.31,1621497377.571
11677,47.31,1621497377.589
11678,47.29,1621497377.609
11679,47.3,1621497377.629
11680,47.3,1621497377.649
11681,47.29,1621497377.669
11682,47.29,1621497377.689
11683,47.12,1621497377.6940002
11684,47.28,1621497377.7089999
11685,47.28,1621497377.7289999
11686,47.29,1621497377.7489998
11687,47.28,1621497377.769
11688,47.29,1621497377.789
11689,47.3,1621497377.809
11690,47.31,1621497377.829
11691,47.33,1621497377.849
11692,47.34,1621497377.869
11693,47.36,1621497377.889
11694,47.12,1621497377.891
11695,47.36,1621497377.909
11696,47.37,1621497377.929
11697,47.09,1621497377.944
11698,47.38,1621497377.949
11699,47.38,1621497377.9689999
11700,47.38,1621497377.9889998
11701,47.3,1621497378.109
11702,47.31,1621497378.129
11703,47.3,1621497378.149
11704,47.29,1621497378.169
11705,47.29,1621497378.189
11706,47.3,1621497378.2089999
11707,47.32,1621497378.2289999
11708,47.32,1621497378.2489998
11709,47.33,1621497378.269
11710,47.33,1621497378.289
11711,47.34,1621497378.293
11712,47.32,1621497378.309
11713,47.31,1621497378.329
11714,47.3,1621497378.349
11715,47.3,1621497378.369
11716,47.29,1621497378.389
11717,47.29,1621497378.409
11718,47.29,1621497378.429
11719,47.26,1621497378.449
11720,47.26,1621497378.4689999
11721,47.26,1621497378.4889998
11722,47.33,1621497378.493
11723,47.26,1621497378.5089998
11724,47.26,1621497378.529
11725,47.25,1621497378.549
11726,47.27,1621497378.569
11727,47.24,1621497378.589
11728,47.24,1621497378.609
11729,47.24,1621497378.629
11730,47.24,1621497378.649
11731,47.27,1621497378.669
11732,47.28,1621497378.689
11733,47.32,1621497378.6940002
11734,47.28,1621497378.7089999
11735,47.25,1621497378.7289999
11736,47.21,1621497378.7489998
11737,47.24,1621497378.769
11738,47.27,1621497378.789
11739,47.22,1621497378.809
11740,47.2,1621497378.829
11741,47.21,1621497378.849
11742,47.17,1621497378.869
11743,47.16,1621497378.889
11744,47.12,1621497378.909
11745,47.31,1621497378.9139998
11746,47.36,1621497378.9169998
11747,47.12,1621497378.929
11748,47.16,1621497378.949
11749,47.16,1621497378.972
11750,47.15,1621497378.9889998
11751,47.19,1621497379.109
11752,47.19,1621497379.129
11753,47.21,1621497379.149
11754,47.19,1621497379.169
11755,47.21,1621497379.189
11756,47.21,1621497379.2089999
11757,47.21,1621497379.2289999
11758,47.24,1621497379.262
11759,47.25,1621497379.269
11760,47.28,1621497379.289
11761,47.15,1621497379.2940001
11762,47.26,1621497379.309
11763,47.27,1621497379.329
11764,47.28,1621497379.349
11765,47.28,1621497379.369
11766,47.29,1621497379.389
11767,47.28,1621497379.409
11768,47.3,1621497379.429
11769,47.29,1621497379.449
11770,47.26,1621497379.4689999
11771,47.23,1621497379.4889998
11772,47.17,1621497379.493
11773,47.21,1621497379.5089998
11774,47.18,1621497379.529
11775,47.16,1621497379.549
11776,47.14,1621497379.572
11777,47.12,1621497379.589
11778,47.1,1621497379.609
11779,47.09,1621497379.629
11780,47.07,1621497379.649
11781,47.06,1621497379.669
11782,47.05,1621497379.689
11783,47.18,1621497379.6940002
11784,47.05,1621497379.7089999
11785,47.06,1621497379.7289999
11786,47.05,1621497379.7489998
11787,47.05,1621497379.769
11788,47.03,1621497379.789
11789,47.03,1621497379.809
11790,47.03,1621497379.829
11791,47.01,1621497379.849
11792,47.03,1621497379.869
11793,47.19,1621497379.892
11794,47.01,1621497379.8979998
11795,47.02,1621497379.909
11796,47.17,1621497379.915
11797,47.0,1621497379.929
11798,47.0,1621497379.949
11799,47.0,1621497379.972
11800,47.0,1621497379.9889998
11801,46.99,1621497380.109
11802,46.99,1621497380.129
11803,46.98,1621497380.149
11804,46.98,1621497380.169
11805,46.97,1621497380.189
11806,46.96,1621497380.2089999
11807,46.95,1621497380.2289999
11808,46.95,1621497380.2489998
11809,46.95,1621497380.269
11810,46.96,1621497380.289
11811,46.99,1621497380.293
11812,46.96,1621497380.309
11813,46.95,1621497380.329
11814,46.97,1621497380.349
11815,46.97,1621497380.369
11816,46.97,1621497380.389
11817,46.97,1621497380.409
11818,46.97,1621497380.429
11819,46.98,1621497380.449
11820,46.97,1621497380.4689999
11821,46.97,1621497380.4889998
11822,46.99,1621497380.4940002
11823,46.95,1621497380.5089998
11824,46.95,1621497380.529
11825,46.96,1621497380.549
11826,46.96,1621497380.569
11827,46.98,1621497380.589
11828,46.97,1621497380.609
11829,46.95,1621497380.629
11830,46.95,1621497380.6569998
11831,46.96,1621497380.669
11832,46.96,1621497380.689
11833,46.99,1621497380.6929998
11834,46.95,1621497380.7089999
11835,46.97,1621497380.7289999
11836,46.95,1621497380.7489998
11837,46.96,1621497380.769
11838,46.96,1621497380.789
11839,46.95,1621497380.809
11840,46.98,1621497380.829
11841,46.97,1621497380.849
11842,46.99,1621497380.869
11843,46.99,1621497380.889
11844,46.99,1621497380.892
11845,46.98,1621497380.909
11846,47.0,1621497380.9169998
11847,46.98,1621497380.929
11848,46.97,1621497380.949
11849,46.98,1621497380.968
11850,46.99,1621497380.9889998
11851,47.01,1621497381.109
11852,47.03,1621497381.129
11853,47.04,1621497381.149
11854,47.06,1621497381.169
11855,47.05,1621497381.189
11856,47.06,1621497381.2089999
11857,47.06,1621497381.2289999
11858,47.05,1621497381.2489998
11859,47.07,1621497381.269
11860,47.07,1621497381.289
11861,47.02,1621497381.293
11862,47.07,1621497381.309
11863,47.09,1621497381.329
11864,47.09,1621497381.349
11865,47.1,1621497381.369
11866,47.1,1621497381.389
11867,47.11,1621497381.409
11868,47.11,1621497381.429
11869,47.12,1621497381.449
11870,47.13,1621497381.4689999
11871,47.11,1621497381.4889998
11872,47.0,1621497381.493
11873,47.12,1621497381.5089998
11874,47.1,1621497381.529
11875,47.12,1621497381.549
11876,47.11,1621497381.569
11877,47.1,1621497381.589
11878,47.09,1621497381.609
11879,47.07,1621497381.629
11880,47.05,1621497381.652
11881,47.04,1621497381.669
11882,47.03,1621497381.689
11883,47.01,1621497381.6929998
11884,47.02,1621497381.7089999
11885,47.01,1621497381.7289999
11886,47.01,1621497381.7489998
11887,47.02,1621497381.769
11888,47.0,1621497381.789
11889,47.0,1621497381.809
11890,47.0,1621497381.829
11891,47.0,1621497381.849
11892,47.0,1621497381.869
11893,47.0,1621497381.889
11894,47.0,1621497381.892
11895,47.0,1621497381.908
11896,47.0,1621497381.909
11897,46.99,1621497381.929
11898,46.98,1621497381.949
11899,46.98,1621497381.9689999
11900,46.98,1621497381.9889998
11901,46.96,1621497382.109
11902,46.98,1621497382.129
11903,46.97,1621497382.149
11904,46.97,1621497382.169
11905,46.97,1621497382.189
11906,46.97,1621497382.2089999
11907,46.97,1621497382.2289999
11908,46.97,1621497382.248
11909,46.98,1621497382.269
11910,46.97,1621497382.289
11911,46.97,1621497382.2940001
11912,46.97,1621497382.309
11913,47.0,1621497382.329
11914,47.0,1621497382.349
11915,46.98,1621497382.369
11916,47.0,1621497382.389
11917,47.0,1621497382.409
11918,47.0,1621497382.429
11919,47.0,1621497382.449
11920,47.0,1621497382.468
11921,47.01,1621497382.4889998
11922,46.98,1621497382.492
11923,47.0,1621497382.5089998
11924,46.99,1621497382.528
11925,47.0,1621497382.548
11926,47.0,1621497382.569
11927,46.99,1621497382.589
11928,46.99,1621497382.609
11929,47.01,1621497382.629
11930,47.0,1621497382.648
11931,46.98,1621497382.669
11932,47.0,1621497382.689
11933,46.96,1621497382.6929998
11934,47.0,1621497382.7089999
11935,47.01,1621497382.7289999
11936,47.03,1621497382.748
11937,47.05,1621497382.768
11938,47.04,1621497382.789
11939,47.05,1621497382.809
11940,47.05,1621497382.829
11941,47.06,1621497382.848
11942,47.07,1621497382.868
11943,47.05,1621497382.889
11944,46.96,1621497382.891
11945,46.98,1621497382.911
11946,47.06,1621497382.9139998
11947,47.05,1621497382.929
11948,47.05,1621497382.948
11949,47.05,1621497382.968
11950,47.06,1621497382.9889998
11951,47.07,1621497383.109
11952,47.07,1621497383.129
11953,47.1,1621497383.148
11954,47.09,1621497383.168
11955,47.1,1621497383.189
11956,47.09,1621497383.2089999
11957,47.07,1621497383.228
11958,47.07,1621497383.248
11959,47.07,1621497383.268
11960,47.06,1621497383.2849998
11961,47.09,1621497383.289
11962,47.08,1621497383.309
11963,47.09,1621497383.328
11964,47.1,1621497383.348
11965,47.08,1621497383.368
11966,47.09,1621497383.389
11967,47.07,1621497383.409
11968,47.09,1621497383.428
11969,47.1,1621497383.448
11970,47.09,1621497383.468
11971,47.07,1621497383.485
11972,47.1,1621497383.4889998
11973,47.1,1621497383.5089998
11974,47.09,1621497383.528
11975,47.08,1621497383.548
11976,47.09,1621497383.568
11977,47.1,1621497383.589
11978,47.1,1621497383.609
11979,47.13,1621497383.628
11980,47.14,1621497383.648
11981,47.14,1621497383.668
11982,47.13,1621497383.689
11983,47.09,1621497383.697
11984,47.15,1621497383.7089999
11985,47.16,1621497383.728
11986,47.16,1621497383.748
11987,47.17,1621497383.768
11988,47.17,1621497383.789
11989,47.15,1621497383.809
11990,47.12,1621497383.828
11991,47.11,1621497383.848
11992,47.08,1621497383.868
11993,47.06,1621497383.889
11994,47.1,1621497383.891
11995,47.07,1621497383.908
11996,47.03,1621497383.909
11997,47.03,1621497383.928
11998,47.0,1621497383.948
11999,46.99,1621497383.968
12000,46.99,1621497383.9889998
12001,46.99,1621497384.109
12002,47.0,1621497384.128
12003,47.0,1621497384.148
12004,47.01,1621497384.168
12005,47.0,1621497384.189
12006,47.01,1621497384.2089999
12007,47.0,1621497384.2289999
12008,47.0,1621497384.248
12009,47.0,1621497384.268
12010,46.99,1621497384.289
12011,47.0,1621497384.2910001
12012,47.0,1621497384.309
12013,46.98,1621497384.328
12014,46.98,1621497384.348
12015,47.0,1621497384.368
12016,46.98,1621497384.389
12017,46.99,1621497384.409
12018,46.98,1621497384.428
12019,46.98,1621497384.448
12020,46.95,1621497384.468
12021,47.0,1621497384.485
12022,46.98,1621497384.4889998
12023,46.99,1621497384.5089998
12024,46.98,1621497384.529
12025,46.98,1621497384.548
12026,46.98,1621497384.568
12027,46.99,1621497384.589
12028,46.99,1621497384.609
12029,46.98,1621497384.629
12030,47.0,1621497384.649
12031,46.98,1621497384.668
12032,47.0,1621497384.685
12033,46.99,1621497384.689
12034,46.97,1621497384.7089999
12035,46.97,1621497384.7289999
12036,46.97,1621497384.7489998
12037,46.95,1621497384.78
12038,46.98,1621497384.789
12039,46.97,1621497384.809
12040,46.98,1621497384.829
12041,46.98,1621497384.849
12042,46.98,1621497384.869
12043,46.98,1621497384.889
12044,47.0,1621497384.895
12045,46.96,1621497384.932
12046,46.98,1621497384.932
12047,46.98,1621497384.9459999
12048,46.98,1621497384.962
12049,46.99,1621497384.972
12050,46.98,1621497384.9889998
12051,47.0,1621497385.109
12052,47.0,1621497385.129
12053,47.01,1621497385.149
12054,47.03,1621497385.169
12055,47.04,1621497385.189
12056,47.05,1621497385.2089999
12057,47.07,1621497385.2289999
12058,47.08,1621497385.2489998
12059,47.09,1621497385.272
12060,46.99,1621497385.29
12061,47.1,1621497385.29
12062,47.09,1621497385.313
12063,47.1,1621497385.329
12064,47.09,1621497385.348
12065,47.1,1621497385.369
12066,47.1,1621497385.389
12067,47.1,1621497385.409
12068,47.1,1621497385.428
12069,47.1,1621497385.449
12070,47.1,1621497385.468
12071,47.1,1621497385.4889998
12072,46.98,1621497385.4899998
12073,47.11,1621497385.508
12074,47.12,1621497385.529
12075,47.11,1621497385.549
12076,47.11,1621497385.568
12077,47.12,1621497385.589
12078,47.12,1621497385.609
12079,47.12,1621497385.632
12080,47.12,1621497385.648
12081,47.14,1621497385.669
12082,46.98,1621497385.688
12083,47.14,1621497385.688
12084,47.14,1621497385.708
12085,47.14,1621497385.7289999
12086,47.14,1621497385.748
12087,47.14,1621497385.768
12088,47.14,1621497385.789
12089,47.17,1621497385.808
12090,47.16,1621497385.828
12091,47.17,1621497385.848
12092,47.17,1621497385.869
12093,47.17,1621497385.888
12094,47.0,1621497385.895
12095,47.18,1621497385.908
12096,47.17,1621497385.928
12097,47.18,1621497385.948
12098,46.98,1621497385.9539998
12099,47.19,1621497385.971
12100,47.17,1621497385.988
12101,47.07,1621497386.108
12102,47.14,1621497386.129
12103,47.05,1621497386.133
12104,47.05,1621497386.148
12105,47.02,1621497386.168
12106,47.02,1621497386.188
12107,46.99,1621497386.208
12108,46.93,1621497386.228
12109,46.92,1621497386.248
12110,46.88,1621497386.268
12111,47.13,1621497386.288
12112,46.85,1621497386.288
12113,46.84,1621497386.308
12114,46.81,1621497386.328
12115,46.78,1621497386.348
12116,46.74,1621497386.368
12117,46.71,1621497386.388
12118,46.65,1621497386.408
12119,46.62,1621497386.428
12120,46.58,1621497386.448
12121,46.54,1621497386.468
12122,46.53,1621497386.488
12123,46.48,1621497386.508
12124,47.12,1621497386.515
12125,46.46,1621497386.528
12126,46.43,1621497386.548
12127,46.37,1621497386.568
12128,46.3,1621497386.588
12129,46.27,1621497386.608
12130,46.22,1621497386.628
12131,46.17,1621497386.648
12132,46.13,1621497386.668
12133,46.1,1621497386.688
12134,47.1,1621497386.698
12135,46.06,1621497386.708
12136,46.01,1621497386.728
12137,45.97,1621497386.748
12138,45.93,1621497386.773
12139,45.87,1621497386.788
12140,45.82,1621497386.808
12141,45.79,1621497386.828
12142,45.74,1621497386.848
12143,45.69,1621497386.868
12144,47.09,1621497386.887
12145,45.65,1621497386.888
12146,45.61,1621497386.908
12147,45.56,1621497386.928
12148,45.5,1621497386.948
12149,45.46,1621497386.968
12150,45.41,1621497386.988
12151,45.09,1621497387.108
12152,45.05,1621497387.1369998
12153,44.99,1621497387.148
12154,44.94,1621497387.168
12155,44.87,1621497387.188
12156,44.83,1621497387.208
12157,44.78,1621497387.228
12158,44.73,1621497387.248
12159,44.7,1621497387.268
12160,45.32,1621497387.2870002
12161,44.63,1621497387.288
12162,44.58,1621497387.308
12163,44.52,1621497387.328
12164,44.45,1621497387.348
12165,44.41,1621497387.368
12166,44.35,1621497387.388
12167,44.3,1621497387.408
12168,44.26,1621497387.428
12169,44.23,1621497387.448
12170,44.18,1621497387.468
12171,44.12,1621497387.488
12172,44.09,1621497387.508
12173,45.26,1621497387.513
12174,44.03,1621497387.528
12175,43.99,1621497387.548
12176,43.95,1621497387.568
12177,43.91,1621497387.588
12178,43.86,1621497387.608
12179,43.8,1621497387.628
12180,43.76,1621497387.648
12181,43.71,1621497387.668
12182,43.67,1621497387.688
12183,45.21,1621497387.688
12184,43.59,1621497387.708
12185,43.54,1621497387.728
12186,43.52,1621497387.748
12187,43.45,1621497387.768
12188,43.4,1621497387.788
12189,43.33,1621497387.808
12190,43.28,1621497387.828
12191,43.28,1621497387.848
12192,43.22,1621497387.868
12193,45.36,1621497387.8830001
12194,43.16,1621497387.888
12195,43.12,1621497387.908
12196,43.04,1621497387.928
12197,45.15,1621497387.928
12198,42.99,1621497387.949
12199,42.93,1621497387.968
12200,42.89,1621497387.988
12201,42.59,1621497388.108
12202,42.53,1621497388.128
12203,42.51,1621497388.148
12204,42.5,1621497388.168
12205,42.5,1621497388.188
12206,42.48,1621497388.208
12207,42.49,1621497388.228
12208,42.45,1621497388.248
12209,42.43,1621497388.268
12210,42.79,1621497388.284
12211,42.43,1621497388.288
12212,42.42,1621497388.308
12213,42.43,1621497388.328
12214,42.41,1621497388.348
12215,42.39,1621497388.368
12216,42.38,1621497388.388
12217,42.37,1621497388.408
12218,42.36,1621497388.428
12219,42.35,1621497388.448
12220,42.36,1621497388.468
12221,42.75,1621497388.483
12222,42.36,1621497388.488
12223,42.34,1621497388.508
12224,42.34,1621497388.528
12225,42.34,1621497388.548
12226,42.34,1621497388.568
12227,42.36,1621497388.588
12228,42.36,1621497388.608
12229,42.36,1621497388.628
12230,42.37,1621497388.648
12231,42.36,1621497388.668
12232,42.69,1621497388.684
12233,42.36,1621497388.688
12234,42.36,1621497388.708
12235,42.37,1621497388.728
12236,42.37,1621497388.748
12237,42.38,1621497388.768
12238,42.4,1621497388.788
12239,42.4,1621497388.808
12240,42.41,1621497388.828
12241,42.83,1621497388.8409998
12242,42.41,1621497388.848
12243,42.41,1621497388.868
12244,42.63,1621497388.884
12245,42.42,1621497388.888
12246,42.43,1621497388.908
12247,42.41,1621497388.928
12248,42.42,1621497388.948
12249,42.43,1621497388.968
12250,42.43,1621497388.988
12251,42.46,1621497389.108
12252,42.47,1621497389.128
12253,42.49,1621497389.148
12254,42.5,1621497389.168
12255,42.52,1621497389.188
12256,42.53,1621497389.208
12257,42.53,1621497389.228
12258,42.53,1621497389.248
12259,42.53,1621497389.268
12260,42.43,1621497389.281
12261,42.55,1621497389.288
12262,42.55,1621497389.308
12263,42.56,1621497389.328
12264,42.57,1621497389.348
12265,42.57,1621497389.368
12266,42.58,1621497389.388
12267,42.59,1621497389.408
12268,42.6,1621497389.428
12269,42.61,1621497389.448
12270,42.6,1621497389.467
12271,42.44,1621497389.481
12272,42.61,1621497389.488
12273,42.62,1621497389.508
12274,42.61,1621497389.528
12275,42.61,1621497389.548
12276,42.61,1621497389.568
12277,42.62,1621497389.588
12278,42.62,1621497389.608
12279,42.62,1621497389.628
12280,42.62,1621497389.648
12281,42.64,1621497389.667
12282,42.45,1621497389.681
12283,42.64,1621497389.688
12284,42.64,1621497389.708
12285,42.64,1621497389.728
12286,42.65,1621497389.747
12287,42.64,1621497389.767
12288,42.66,1621497389.7870002
12289,42.66,1621497389.808
12290,42.42,1621497389.815
12291,42.68,1621497389.828
12292,42.7,1621497389.848
12293,42.69,1621497389.867
12294,42.44,1621497389.881
12295,42.7,1621497389.887
12296,42.71,1621497389.908
12297,42.72,1621497389.927
12298,42.73,1621497389.948
12299,42.72,1621497389.967
12300,42.74,1621497389.988
12301,42.78,1621497390.108
12302,42.79,1621497390.128
12303,42.8,1621497390.147
12304,42.81,1621497390.167
12305,42.82,1621497390.187
12306,42.8,1621497390.207
12307,42.82,1621497390.227
12308,42.81,1621497390.247
12309,42.82,1621497390.267
12310,42.76,1621497390.28
12311,42.82,1621497390.2870002
12312,42.83,1621497390.3070002
12313,42.81,1621497390.3270001
12314,42.81,1621497390.348
12315,42.8,1621497390.367
12316,42.82,1621497390.387
12317,42.8,1621497390.407
12318,42.8,1621497390.427
12319,42.79,1621497390.447
12320,42.81,1621497390.468
12321,42.76,1621497390.48
12322,42.81,1621497390.487
12323,42.79,1621497390.507
12324,42.79,1621497390.527
12325,42.79,1621497390.5470002
12326,42.79,1621497390.5670002
12327,42.8,1621497390.591
12328,42.79,1621497390.607
12329,42.8,1621497390.628
12330,42.79,1621497390.648
12331,42.79,1621497390.667
12332,42.76,1621497390.6780002
12333,42.77,1621497390.687
12334,42.77,1621497390.707
12335,42.76,1621497390.727
12336,42.75,1621497390.747
12337,42.75,1621497390.767
12338,42.75,1621497390.7870002
12339,42.75,1621497390.789
12340,42.73,1621497390.8070002
12341,42.71,1621497390.8270001
12342,42.69,1621497390.8470001
12343,42.69,1621497390.867
12344,42.78,1621497390.878
12345,42.68,1621497390.887
12346,42.66,1621497390.907
12347,42.64,1621497390.927
12348,42.64,1621497390.947
12349,42.65,1621497390.967
12350,42.63,1621497390.987
12351,42.64,1621497391.107
12352,42.64,1621497391.128
12353,42.62,1621497391.147
12354,42.6,1621497391.167
12355,42.58,1621497391.187
12356,42.56,1621497391.207
12357,42.55,1621497391.228
12358,42.53,1621497391.247
12359,42.53,1621497391.267
12360,42.62,1621497391.279
12361,42.53,1621497391.2870002
12362,42.49,1621497391.3070002
12363,42.48,1621497391.3270001
12364,42.45,1621497391.3470001
12365,42.43,1621497391.367
12366,42.42,1621497391.387
12367,42.4,1621497391.407
12368,42.4,1621497391.427
12369,42.37,1621497391.447
12370,42.36,1621497391.467
12371,42.62,1621497391.477
12372,42.35,1621497391.487
12373,42.34,1621497391.507
12374,42.33,1621497391.5310001
12375,42.31,1621497391.5470002
12376,42.27,1621497391.5670002
12377,42.27,1621497391.5870001
12378,42.24,1621497391.607
12379,42.21,1621497391.627
12380,42.18,1621497391.647
12381,42.15,1621497391.667
12382,42.62,1621497391.676
12383,42.14,1621497391.687
12384,42.1,1621497391.707
12385,42.08,1621497391.727
12386,42.05,1621497391.747
12387,42.01,1621497391.767
12388,42.62,1621497391.77
12389,41.98,1621497391.7870002
12390,41.94,1621497391.8070002
12391,41.92,1621497391.8270001
12392,41.89,1621497391.8470001
12393,41.86,1621497391.867
12394,42.62,1621497391.876
12395,41.81,1621497391.887
12396,41.79,1621497391.907
12397,41.76,1621497391.927
12398,41.71,1621497391.962
12399,41.67,1621497391.967
12400,41.63,1621497391.987
12401,41.48,1621497392.107
12402,41.44,1621497392.127
12403,41.41,1621497392.147
12404,41.36,1621497392.167
12405,41.32,1621497392.188
12406,41.27,1621497392.207
12407,41.21,1621497392.227
12408,41.15,1621497392.247
12409,41.08,1621497392.267
12410,41.58,1621497392.276
12411,41.02,1621497392.2870002
12412,40.96,1621497392.3070002
12413,40.91,1621497392.3270001
12414,40.86,1621497392.3470001
12415,40.82,1621497392.367
12416,40.77,1621497392.387
12417,40.75,1621497392.407
12418,40.72,1621497392.427
12419,40.69,1621497392.447
12420,40.67,1621497392.467
12421,41.54,1621497392.4750001
12422,40.65,1621497392.487
12423,40.63,1621497392.507
12424,40.6,1621497392.527
12425,40.58,1621497392.5470002
12426,40.55,1621497392.5670002
12427,40.53,1621497392.5870001
12428,40.48,1621497392.607
12429,40.43,1621497392.627
12430,40.37,1621497392.647
12431,40.3,1621497392.667
12432,41.54,1621497392.676
12433,40.25,1621497392.687
12434,40.18,1621497392.707
12435,40.11,1621497392.727
12436,40.07,1621497392.747
12437,41.61,1621497392.761
12438,40.01,1621497392.767
12439,39.97,1621497392.7870002
12440,39.92,1621497392.8070002
12441,39.9,1621497392.8270001
12442,39.85,1621497392.8470001
12443,39.81,1621497392.867
12444,41.52,1621497392.882
12445,39.77,1621497392.887
12446,39.74,1621497392.907
12447,39.71,1621497392.927
12448,39.66,1621497392.947
12449,39.61,1621497392.967
12450,39.58,1621497392.987
12451,39.38,1621497393.107
12452,39.34,1621497393.127
12453,39.31,1621497393.147
12454,39.26,1621497393.167
12455,39.21,1621497393.187
12456,39.19,1621497393.207
12457,39.14,1621497393.227
12458,39.09,1621497393.247
12459,39.08,1621497393.267
12460,39.49,1621497393.275
12461,39.02,1621497393.2870002
12462,38.97,1621497393.3070002
12463,38.92,1621497393.3270001
12464,38.89,1621497393.349
12465,38.88,1621497393.368
12466,38.86,1621497393.387
12467,38.85,1621497393.4129999
12468,38.85,1621497393.427
12469,38.84,1621497393.447
12470,38.83,1621497393.467
12471,39.47,1621497393.474
12472,38.82,1621497393.487
12473,38.8,1621497393.507
12474,38.8,1621497393.527
12475,38.79,1621497393.5470002
12476,38.76,1621497393.5670002
12477,38.75,1621497393.5870001
12478,38.73,1621497393.612
12479,38.72,1621497393.627
12480,38.69,1621497393.647
12481,38.66,1621497393.667
12482,39.44,1621497393.675
12483,38.63,1621497393.687
12484,38.62,1621497393.707
12485,38.59,1621497393.727
12486,38.57,1621497393.747
12487,39.54,1621497393.756
12488,38.55,1621497393.767
12489,38.53,1621497393.7870002
12490,38.52,1621497393.8070002
12491,38.5,1621497393.8270001
12492,38.48,1621497393.8470001
12493,38.45,1621497393.867
12494,39.4,1621497393.8739998
12495,38.46,1621497393.887
12496,38.43,1621497393.908
12497,38.43,1621497393.927
12498,38.4,1621497393.947
12499,38.4,1621497393.967
12500,38.4,1621497393.987
12501,38.33,1621497394.107
12502,38.3,1621497394.127
12503,38.3,1621497394.147
12504,38.29,1621497394.167
12505,38.29,1621497394.187
12506,38.26,1621497394.207
12507,38.26,1621497394.227
12508,38.24,1621497394.247
12509,38.21,1621497394.267
12510,38.19,1621497394.2870002
12511,38.19,1621497394.3070002
12512,38.19,1621497394.3270001
12513,38.37,1621497394.3379998
12514,38.17,1621497394.3470001
12515,38.14,1621497394.367
12516,38.12,1621497394.387
12517,38.09,1621497394.407
12518,38.07,1621497394.427
12519,38.05,1621497394.447
12520,38.03,1621497394.467
12521,38.36,1621497394.474
12522,38.0,1621497394.487
12523,38.0,1621497394.507
12524,37.97,1621497394.527
12525,37.97,1621497394.5470002
12526,37.94,1621497394.5670002
12527,37.93,1621497394.5870001
12528,37.92,1621497394.607
12529,37.88,1621497394.627
12530,37.88,1621497394.647
12531,37.86,1621497394.667
12532,38.36,1621497394.6729999
12533,37.86,1621497394.687
12534,37.84,1621497394.707
12535,37.83,1621497394.727
12536,38.38,1621497394.741
12537,37.81,1621497394.747
12538,37.79,1621497394.767
12539,37.78,1621497394.7870002
12540,37.74,1621497394.8070002
12541,37.72,1621497394.8270001
12542,37.7,1621497394.8470001
12543,37.69,1621497394.867
12544,38.35,1621497394.873
12545,37.67,1621497394.887
12546,37.66,1621497394.907
12547,37.63,1621497394.927
12548,37.61,1621497394.947
12549,37.6,1621497394.967
12550,37.57,1621497394.987
12551,37.4,1621497395.107
12552,37.37,1621497395.127
12553,37.36,1621497395.147
12554,37.33,1621497395.167
12555,37.29,1621497395.187
12556,37.26,1621497395.2089999
12557,37.23,1621497395.23
12558,37.2,1621497395.247
12559,37.17,1621497395.267
12560,37.52,1621497395.273
12561,37.13,1621497395.2870002
12562,37.09,1621497395.311
12563,37.07,1621497395.3270001
12564,37.03,1621497395.3470001
12565,37.01,1621497395.367
12566,36.97,1621497395.387
12567,36.92,1621497395.407
12568,36.89,1621497395.427
12569,36.86,1621497395.447
12570,36.8,1621497395.467
12571,37.5,1621497395.473
12572,36.74,1621497395.487
12573,36.71,1621497395.508
12574,36.68,1621497395.527
12575,36.65,1621497395.5470002
12576,36.63,1621497395.5670002
12577,36.59,1621497395.589
12578,36.55,1621497395.608
12579,36.51,1621497395.627
12580,36.47,1621497395.647
12581,36.41,1621497395.667
12582,37.46,1621497395.672
12583,36.39,1621497395.687
12584,36.36,1621497395.707
12585,36.31,1621497395.727
12586,37.55,1621497395.732
12587,36.28,1621497395.747
12588,36.23,1621497395.767
12589,36.2,1621497395.7870002
12590,36.17,1621497395.8070002
12591,36.13,1621497395.8270001
12592,36.08,1621497395.8470001
12593,36.04,1621497395.867
12594,37.44,1621497395.873
12595,36.01,1621497395.887
12596,35.96,1621497395.907
12597,35.92,1621497395.927
12598,35.88,1621497395.947
12599,35.82,1621497395.967
